name;open;high;low;close;volume;marketCap;timestamp
"2790";300.4670992924;310.6874017252;170.8044256642;217.265712667;11106269.565156441;558903655.5031075;"2020-06-22T00:00:00.000Z"
"2790";217.2891256564;217.8721327344;146.0274131058;184.2990958355;143265312.51799247;473105555.24918157;"2020-06-29T00:00:00.000Z"
"2790";183.8961731316;183.8961731316;153.1288830737;155.5380015392;52678833.96751498;400597115.619825;"2020-07-06T00:00:00.000Z"
"2790";155.531140694;157.5407558679;133.9909396217;142.3201922253;20859445.30445671;368813881.4541151;"2020-07-13T00:00:00.000Z"
"2790";142.462115195;151.6533437591;132.1231211206;134.945751785;38766695.54451317;352003593.7071097;"2020-07-20T00:00:00.000Z"
"2790";134.9430026721;135.2871535257;103.2754431155;107.8957251192;47707520.90840465;279386004.6131236;"2020-07-27T00:00:00.000Z"
"2790";107.8579337569;148.5786541093;106.770225121;145.3473897434;67996614.7334396;372299778.613309;"2020-08-03T00:00:00.000Z"
"2790";192.9046542462;223.8135171322;159.3399224218;169.6314626832;8650395101.577736;437060957.53653604;"2020-08-10T00:00:00.000Z"
"2790";169.6165374988;173.4784540881;136.7711669268;143.678642484;853833164.9596413;366399921.91424125;"2020-08-17T00:00:00.000Z"
"2790";143.7123801525;178.4942128972;1.4651195524;173.7425365214;593955388.0683676;449411900.692961;"2020-08-24T00:00:00.000Z"
"2790";178.9607151465;219.2597354001;123.9327177108;148.9008468848;1226522911.7046444;378780855.8662303;"2020-08-31T00:00:00.000Z"
"2790";148.9487422759;157.6086992527;130.8355983154;139.2088427696;655549197.4251332;356716492.6817874;"2020-09-07T00:00:00.000Z"
"2790";139.159098307;143.4696595611;119.0692437981;122.1925781135;733840590.8537436;313246317.1708362;"2020-09-14T00:00:00.000Z"
"2790";122.1966312017;126.5495230114;107.6164087525;119.3685911048;521810558.9533041;300260402.8701144;"2020-09-21T00:00:00.000Z"
"2790";119.4352032982;121.6856266086;99.9198779239;102.0755518983;435893856.9923945;263283549.76548237;"2020-09-28T00:00:00.000Z"
"2790";102.1570650852;105.5919967492;87.0767733056;97.9398775611;601911742.3735299;252956516.13589904;"2020-10-05T00:00:00.000Z"
"2790";97.9542688781;102.0912502277;86.3290681116;89.7906620884;459845427.2936119;295560684.36826766;"2020-10-12T00:00:00.000Z"
"2790";89.816173639;90.4136075378;78.9436133613;85.4726071585;574833095.3676316;286891203.7532686;"2020-10-19T00:00:00.000Z"
"2790";85.463294114;101.6338227245;75.8397107969;80.330413678;697564764.2127659;320256606.30095667;"2020-10-26T00:00:00.000Z"
"2790";80.3196410501;93.7679298752;69.81844547;81.6362333119;726884219.4637581;339863591.73707116;"2020-11-02T00:00:00.000Z"
"2790";81.6436086595;110.1435561322;79.1397458369;101.1958331259;934148301.3145379;418399572.2559529;"2020-11-09T00:00:00.000Z"
"2790";101.1990636925;108.3984436101;90.8475658832;97.951084622;930042264.1203588;408575993.10739625;"2020-11-16T00:00:00.000Z"
"2790";97.9333241759;117.1583010543;83.1981723057;92.341043851;865699020.2097346;389638422.2433873;"2020-11-23T00:00:00.000Z"
"2790";92.3276768679;120.8602793613;87.4360504889;113.0048690143;1197631950.8067856;497586206.90352345;"2020-11-30T00:00:00.000Z"
"2790";113.0169133519;147.6185101403;111.4248726935;121.1969332972;1502591625.722464;527126062.6223783;"2020-12-07T00:00:00.000Z"
"2790";121.2328388599;145.2912155695;118.5230921513;125.48528351;1168557451.9016333;554543510.0653259;"2020-12-14T00:00:00.000Z"
"2790";125.5391350736;126.9917953863;100.787075978;107.6003353718;841438676.2772312;473729480.0138665;"2020-12-21T00:00:00.000Z"
"2790";107.6127617796;129.0116960808;106.2462023895;119.3447726243;934881250.6554132;529518682.2558051;"2020-12-28T00:00:00.000Z"
"2790";119.4525843857;170.7140576252;112.7496196664;160.5861384443;1418818330.9964285;708013095.2342035;"2021-01-04T00:00:00.000Z"
"2790";160.5053254843;186.8023914633;122.2895612717;178.532809704;1649737159.5467732;785961319.9702673;"2021-01-11T00:00:00.000Z"
"2790";178.5934883776;207.2461965366;137.113132929;205.9652355206;1333357473.6709285;926564899.0970234;"2021-01-18T00:00:00.000Z"
"2790";205.9786664532;286.6598990931;170.5873732294;286.5847942633;10192967070.496733;1307730802.074168;"2021-01-25T00:00:00.000Z"
"2790";286.3315308867;457.4595047628;274.2554268385;380.4661214171;3158975735.90329;1739551405.5825956;"2021-02-01T00:00:00.000Z"
"2790";380.4102755596;468.1375480483;362.804260017;389.8643415813;3717594948.1957374;1808759426.0017762;"2021-02-08T00:00:00.000Z"
"2790";389.7814485628;415.9852811199;332.5500317888;373.7955822166;2269115954.6642222;1729905452.9330192;"2021-02-15T00:00:00.000Z"
"2790";373.8159590542;384.4934547415;267.8097343308;332.8425337967;1907095287.4215055;1539297092.9539874;"2021-02-22T00:00:00.000Z"
"2790";333.0488008211;440.3982636956;333.0488008211;408.3153113481;1592337181.8979683;1874299155.232352;"2021-03-01T00:00:00.000Z"
"2790";408.3714605147;422.4314673368;346.3318792688;367.8530976244;1228133311.5249777;1721766968.521163;"2021-03-08T00:00:00.000Z"
"2790";367.8240081891;376.6537839718;338.2478668691;340.5071383905;916496761.2401617;1586142437.909466;"2021-03-15T00:00:00.000Z"
"2790";340.5612785046;349.7215952537;282.5605817295;307.5095062716;1009583777.7099668;1461458990.3392463;"2021-03-22T00:00:00.000Z"
"2790";307.5857480395;477.8300419594;304.9235253558;469.2788739248;1483404085.9861612;2366788424.410059;"2021-03-29T00:00:00.000Z"
"2790";468.7422678949;471.9795103579;366.0670261682;387.4109786878;1394753990.804634;1985123848.4022295;"2021-04-05T00:00:00.000Z"
"2790";386.7876373254;511.299332341;357.274048821;406.351878224;2319148031.628046;2076161607.5515666;"2021-04-12T00:00:00.000Z"
"2790";406.9624209084;545.4788327298;351.5227302115;455.885491571;3742921734.5321193;2337694135.5146823;"2021-04-19T00:00:00.000Z"
"2790";457.4891845893;730.5679137462;455.3427787132;670.6587367513;2133460322.6305206;3387372570.2762794;"2021-04-26T00:00:00.000Z"
"2790";669.4707333279;696.8675532315;570.0447023764;632.7713158158;1774569971.246709;3251818215.9890046;"2021-05-03T00:00:00.000Z"
"2790";632.6709382513;750.8005903964;520.7791966338;563.9502656691;2570987566.3361115;2909495969.184776;"2021-05-10T00:00:00.000Z"
"2790";563.2455435344;596.9407805853;220.3031453723;281.4948570011;2603749291.5803514;1468787997.5542583;"2021-05-17T00:00:00.000Z"
"2790";279.7073113759;379.3673621828;271.3160789215;333.1215250235;1441704543.3336825;1740603814.0855079;"2021-05-24T00:00:00.000Z"
"2790";332.8434817772;376.3097428427;310.4991535724;319.5007688895;901422550.494836;1668583432.5965676;"2021-05-31T00:00:00.000Z"
"2790";319.3793615786;338.780093116;230.8511103486;268.0584093957;904035329.2826347;1399741103.9042606;"2021-06-07T00:00:00.000Z"
"2790";267.3951581648;290.953838567;219.4591878954;247.3344120167;633632681.7181765;1285026708.3667948;"2021-06-14T00:00:00.000Z"
"2790";246.7802179996;249.1843456742;165.8335917715;215.3431522444;843990940.8684709;1151221140.1567168;"2021-06-21T00:00:00.000Z"
"2790";215.5825060917;390.9833132136;208.9937940478;374.8841120519;1856477543.9675922;1984875453.2266839;"2021-06-28T00:00:00.000Z"
"2790";374.9600768519;445.635162427;326.3152468524;366.4678140902;2587770221.596392;1962269372.5804656;"2021-07-05T00:00:00.000Z"
"2790";367.0695031193;373.9410669259;305.5233625448;321.8948286059;1271746417.5848448;1717184501.1376565;"2021-07-12T00:00:00.000Z"
"2790";321.1088557571;363.846419252;263.5836268135;332.1542552476;1552039035.7466667;1778735178.8215442;"2021-07-19T00:00:00.000Z"
"2790";332.5685375925;371.9265731775;319.1050011569;346.045098264;2107406596.6353192;1879065317.9487088;"2021-07-26T00:00:00.000Z"
"2790";345.2256120429;435.2869133505;324.8861234147;397.2431508096;2374734940.1329346;2145503378.268623;"2021-08-02T00:00:00.000Z"
"2790";397.4442617158;424.1271557777;375.2876679272;415.0013321308;1330942256.879892;2278808716.266696;"2021-08-09T00:00:00.000Z"
"2790";414.7429103154;448.9782750478;359.4345925039;393.6224791679;1698044602.8372567;2140522482.8079262;"2021-08-16T00:00:00.000Z"
"2790";393.1715797459;413.9630110438;332.3740504547;355.0599236104;1178328089.44684;1966309268.1211941;"2021-08-23T00:00:00.000Z"
"2790";354.9820712425;441.4511086886;343.972722849;428.9434278568;1675262121.7366874;2379122256.967416;"2021-08-30T00:00:00.000Z"
"2790";429.8801236844;445.1851750521;302.6978318265;341.2624420923;1404435295.314214;1867274075.146616;"2021-09-06T00:00:00.000Z"
"2790";341.6928784946;388.806676974;307.7880092929;335.0958706373;1055117983.693836;1831868205.5325382;"2021-09-13T00:00:00.000Z"
"2790";335.146846365;335.7649765807;259.8166639418;301.1385375649;1000431898.6609612;1657041894.8200152;"2021-09-20T00:00:00.000Z"
"2790";302.8199157719;320.6709047017;242.9542638393;281.1555032098;1387193381.1831334;1533254741.627425;"2021-09-27T00:00:00.000Z"
"2790";281.3108514401;290.0053723016;249.4984535744;263.3353520724;1212073179.8659859;1444705947.154665;"2021-10-04T00:00:00.000Z"
"2790";263.0182721692;284.7162323234;248.9862165055;268.1693359393;842961510.784803;1480940259.9666502;"2021-10-11T00:00:00.000Z"
"2790";268.0841460397;287.9872819919;257.6957457844;265.2125794794;859520446.3920194;1602202605.7902598;"2021-10-18T00:00:00.000Z"
"2790";265.1906399982;309.6123036022;255.8330577983;299.2164539522;1544929807.680522;1788363109.9830117;"2021-10-25T00:00:00.000Z"
"2790";299.3318120114;344.6499377756;282.5148480636;313.6776202358;1512952288.1179025;1890041529.0049598;"2021-11-01T00:00:00.000Z"
"2790";313.861989449;319.8473230439;271.4140179593;302.8894695297;927787426.1021262;1803104368.7354915;"2021-11-08T00:00:00.000Z"
"2790";302.7079247156;309.5536008588;252.8600233264;270.7704100419;879149345.1470052;1606331807.4606261;"2021-11-15T00:00:00.000Z"
"2790";270.6637173549;270.7907403172;217.6619373125;254.5889944385;971801819.0816107;1534191992.4902258;"2021-11-22T00:00:00.000Z"
"2790";254.723055228;260.8982357757;166.2273078568;187.0611885932;727385454.3196279;1161251768.4091575;"2021-11-29T00:00:00.000Z"
"2790";187.1627539393;204.9062365794;159.999870935;175.6193056151;802554588.7630844;1090733654.9104187;"2021-12-06T00:00:00.000Z"
"2790";175.7660636982;191.9523473199;155.848315254;173.3819204655;761931919.6876488;1081817051.7104888;"2021-12-13T00:00:00.000Z"
"2790";173.3320205127;213.0434411459;160.7866951174;207.203388639;775987345.8461453;1313535380.4414003;"2021-12-20T00:00:00.000Z"
"2790";207.1796613177;219.5649750499;170.1278489818;185.2498324801;713451359.9622581;1173858254.1687489;"2021-12-27T00:00:00.000Z"
"2790";185.2224565635;214.915967534;160.4096804553;170.9765035073;961601259.2427193;1079142176.9564202;"2022-01-03T00:00:00.000Z"
"2790";170.9228564211;175.8045465309;156.241602281;167.5971526118;431592301.03168374;1066748757.7395229;"2022-01-10T00:00:00.000Z"
"2790";167.6577393925;167.9687323736;99.6500936123;112.9366498567;475748220.57774836;732549240.5575444;"2022-01-17T00:00:00.000Z"
"2790";112.9634831838;120.2105734089;98.3013173991;105.7969417464;433087605.20734525;679591857.9078784;"2022-01-24T00:00:00.000Z"
"2790";105.7523199553;124.588574766;101.6116212;122.7356165307;418367825.2733048;825561636.4737802;"2022-01-31T00:00:00.000Z"
"2790";122.7179796448;131.945258867;108.4310188943;109.9262924972;463005751.3311802;716078052.2436777;"2022-02-07T00:00:00.000Z"
"2790";109.8958768708;120.7091819975;99.7831420154;101.5042876665;308949162.99653405;665011832.1678419;"2022-02-14T00:00:00.000Z"
"2790";101.4849934432;105.0769724347;83.7507329277;95.7326976818;414364739.1831454;623849549.8925396;"2022-02-21T00:00:00.000Z"
"2790";95.7473410271;114.6640852425;93.2055346133;93.3244342532;462850463.86406034;599492503.3408314;"2022-02-28T00:00:00.000Z"
"2790";93.2510643467;100.7399698958;89.929110289;90.5944057697;330267221.8163118;604341710.7607514;"2022-03-07T00:00:00.000Z"
"2790";90.6824073696;112.132495494;90.2227834565;104.4269851913;406940333.1415836;701477587.224252;"2022-03-14T00:00:00.000Z"
"2790";104.3918676187;114.7164296914;101.9027724025;114.68566764;573750468.012086;759410688.2927711;"2022-03-21T00:00:00.000Z"
"2790";114.705262786;157.473642595;111.4363442709;155.1613911656;1788154386.6603143;1043856197.9388702;"2022-03-28T00:00:00.000Z"
"2790";155.1119435317;155.2495286934;121.7249494941;123.5846268866;674670634.749345;815645241.7928511;"2022-04-04T00:00:00.000Z"
"2790";123.5394300387;142.8646819027;106.9415333579;131.262218069;857779798.9675266;875623414.8903501;"2022-04-11T00:00:00.000Z"
"2790";131.3049105151;138.0355675361;119.3774876558;119.8904719461;568728059.7329853;805282396.5101814;"2022-04-18T00:00:00.000Z"
"2790";119.8832115988;124.5806020136;96.4531358289;100.3330418092;426328300.5711002;658203382.8931005;"2022-04-25T00:00:00.000Z"
"2790";100.3886142975;110.0793285695;90.6127304707;92.4489408993;373986184.5160141;623365480.9182134;"2022-05-02T00:00:00.000Z"
"2790";92.4994111192;94.3624111079;51.8098840721;71.8606854703;675342946.8920021;504873279.8527615;"2022-05-09T00:00:00.000Z"
"2790";71.8911687793;71.8911687793;59.1515477803;67.1722222322;371429899.3462329;486154833.261825;"2022-05-16T00:00:00.000Z"
"2790";67.1005886022;70.6120823904;51.1664682681;53.2213305133;483661116.0645129;384987246.0132355;"2022-05-23T00:00:00.000Z"
"2790";53.2067904578;64.881065383;51.4256493791;53.9622713771;554550495.5521156;384701058.66587174;"2022-05-30T00:00:00.000Z"
"2790";53.9866797902;57.434110635;38.885447175;39.5789057203;361187157.76032954;276260562.1712012;"2022-06-06T00:00:00.000Z"
"2790";39.5340849434;39.5340849434;25.2631048306;30.4733580579;343331580.1364369;217927915.68651208;"2022-06-13T00:00:00.000Z"
"2790";30.4763001256;52.2063467459;28.8162615102;47.950783084;671113603.3576894;345732637.44588363;"2022-06-20T00:00:00.000Z"
"2790";47.958293088;50.6642721394;41.5078561149;47.3317354669;763306626.3564627;334524619.0224388;"2022-06-27T00:00:00.000Z"
"2790";47.3351814709;57.1376515973;43.9503693055;52.5642131316;854171243.2547766;366753297.41117585;"2022-07-04T00:00:00.000Z"
"2790";52.5666448668;58.6409941335;43.9097594469;54.3792157295;910562619.1675116;386441238.9846024;"2022-07-11T00:00:00.000Z"
"2790";54.3735826323;62.0673209249;52.8472325076;54.0863632108;876749265.8066982;391266392.9225347;"2022-07-18T00:00:00.000Z"
"2790";54.0678437463;60.3154636373;46.3216617933;56.0852163813;984492021.9953039;403545185.22571063;"2022-07-25T00:00:00.000Z"
"2790";56.0929486027;64.6297037151;53.1161802669;61.7417890223;807574584.5301481;442722666.0189365;"2022-08-01T00:00:00.000Z"
"2790";61.7424291737;66.8803589366;56.7891408026;61.3825303215;741659555.0748119;446488154.05352443;"2022-08-08T00:00:00.000Z"
"2790";61.3706663344;62.7349995406;48.1589060188;50.8411155229;608918127.9962598;359041663.96141785;"2022-08-15T00:00:00.000Z"
"2790";50.8318262752;54.3007141202;44.2179914265;44.2179914265;738952841.1426749;316089365.6993781;"2022-08-22T00:00:00.000Z"
"2790";44.2398821548;52.158024903;44.0330648598;49.0059085576;489293619.28921366;353340521.2118925;"2022-08-29T00:00:00.000Z"
"2790";48.9979910614;56.0013941391;44.7041283371;55.5028136764;259737952.87763843;409468922.3564355;"2022-09-05T00:00:00.000Z"
"2790";55.498334652;61.7688350862;48.2498464999;49.2928829359;411376526.1059881;356521803.22000176;"2022-09-12T00:00:00.000Z"
"2790";49.3137302533;67.084289269;48.3066462247;63.559375773;522470386.94500923;446387390.26928484;"2022-09-19T00:00:00.000Z"
"2790";63.5229443381;68.0873313817;59.5770974043;59.6263042429;341712873.1271199;438327135.18894523;"2022-09-26T00:00:00.000Z"
"2790";59.6539901281;61.4771184291;58.9398426387;60.8808956935;204933802.25670302;439579281.36658794;"2022-10-03T00:00:00.000Z"
"2790";60.8810739583;61.5906513841;53.1765605604;56.4493934053;162468254.65369207;410595940.36994916;"2022-10-10T00:00:00.000Z"
"2790";56.435472825;57.4140077497;48.8615743681;51.9545071248;223810049.5121706;382426590.845107;"2022-10-17T00:00:00.000Z"
"2790";51.9476398857;53.9354194648;49.8874765376;50.651001539;317307204.73512846;371408849.975862;"2022-10-24T00:00:00.000Z"
"2790";50.6664030943;53.0052639829;46.5944160767;49.0375546586;281905928.0021597;355548248.57784957;"2022-10-31T00:00:00.000Z"
"2790";49.0151245861;50.8352238083;33.5783782469;37.5014001583;356008895.48877734;283558049.3395599;"2022-11-07T00:00:00.000Z"
"2790";37.5056052094;41.402252103;34.7218755267;36.5276161442;125626905.51005398;265529362.62760994;"2022-11-14T00:00:00.000Z"
"2790";36.5307763561;37.6559144989;35.2879054451;35.930450809;102405783.54332581;262118515.7047477;"2022-11-21T00:00:00.000Z"
"2790";35.9260138193;37.1634332875;34.690437414;35.8685155165;103330423.38750185;264990721.21612415;"2022-11-28T00:00:00.000Z"
"2790";35.8640653261;38.1956292691;35.0417477573;35.9749555241;125296675.69058086;260982938.11948872;"2022-12-05T00:00:00.000Z"
"2790";35.9774413793;37.8386602482;31.4440576094;31.8835172426;143290429.14698642;233136319.8888015;"2022-12-12T00:00:00.000Z"
"2790";31.8896796937;32.3458324579;29.4830550427;29.9848330932;85346624.20160332;218536977.70352283;"2022-12-19T00:00:00.000Z"
"2790";29.9677947304;31.287993616;27.9734589885;29.2576803866;127862740.95492041;216112436.27055752;"2022-12-26T00:00:00.000Z"
"2790";29.2552793256;32.8676970817;28.9438982881;32.7913692665;130465736.04719342;235185451.13786313;"2023-01-02T00:00:00.000Z"
"2790";32.7644978005;50.7063311574;32.2043663709;48.2503362487;306824918.9311806;356059634.9647037;"2023-01-09T00:00:00.000Z"
"2790";48.2486676552;51.6335724863;42.9607936946;47.2806162198;244120929.3428005;344878810.6358303;"2023-01-16T00:00:00.000Z"
"2790";47.287903294;56.1759014058;43.7199012459;51.5746398699;232886336.69875565;375043593.8224803;"2023-01-23T00:00:00.000Z"
"2790";51.5805694979;52.7771081056;46.3287268514;48.216394531;205760189.4850062;347607137.78829694;"2023-01-30T00:00:00.000Z"
"2790";48.1967474071;54.1993033991;45.1218571129;45.483939269;219301458.4918163;327165849.08226025;"2023-02-06T00:00:00.000Z"
"2790";45.4795202612;59.0455924348;43.984603769;53.0598370052;328854613.50044423;385903376.5291423;"2023-02-13T00:00:00.000Z"
"2790";53.0683824457;55.8012434885;46.0683671053;49.0591304505;252717703.90592253;352097190.3433376;"2023-02-20T00:00:00.000Z"
"2790";49.0461369037;49.5622024735;42.4621214418;43.0386868431;175457797.8350345;314917393.16139513;"2023-02-27T00:00:00.000Z"
"2790";43.0395879419;43.8749848193;33.9870015666;39.8818252964;178583798.98473844;291478763.6593434;"2023-03-06T00:00:00.000Z"
"2790";39.9012670013;45.0804312513;38.4360582818;43.254916911;215781176.9690101;314305476.08532786;"2023-03-13T00:00:00.000Z"
"2790";43.2654947224;43.5473229647;38.6403686376;39.5939228553;150448043.25929925;290374041.72797793;"2023-03-20T00:00:00.000Z"
"2790";39.6043897028;40.6789733767;37.2305701968;39.1338379883;137120937.02554533;285280578.88444155;"2023-03-27T00:00:00.000Z"
"2790";39.1361980384;40.7779558679;38.0914059;39.2911217328;136370624.4688437;288337098.12375784;"2023-04-03T00:00:00.000Z"
"2790";39.2915758795;42.5647429912;38.449053761;42.1498967465;178348182.9688904;308376019.96528035;"2023-04-10T00:00:00.000Z"
"2790";42.1679224632;42.7483453675;34.8155842572;36.0111778242;157744744.52703694;268374315.78250557;"2023-04-17T00:00:00.000Z"
"2790";36.0091264367;38.2100732205;34.5165924552;37.8600177357;106510558.71379553;282526282.59488213;"2023-04-24T00:00:00.000Z"
"2790";37.8511351337;37.9235023053;34.4333946765;35.2191703209;75373729.1770386;262718529.13241765;"2023-05-01T00:00:00.000Z"
"2790";35.2189905756;35.3955829802;31.1965556269;32.1091752134;95142979.65179;235770149.00403348;"2023-05-08T00:00:00.000Z"
"2790";32.1043398831;33.4209008348;31.7801125641;31.9771156825;67428785.640099;237852389.1892163;"2023-05-15T00:00:00.000Z"
"2790";31.9783729056;34.289163562;31.049371919;34.0201314334;72723253.71927084;251840210.41907194;"2023-05-22T00:00:00.000Z"
"2790";34.0252016116;34.6244713487;32.6310489897;33.1512635964;70614885.59648196;253006193.90521562;"2023-05-29T00:00:00.000Z"
"2790";33.1446813404;33.1976941167;23.7667628171;24.3889651099;100450401.16400667;187635509.31206983;"2023-06-05T00:00:00.000Z"
"2790";24.3927404998;26.3193827934;24.1087011737;25.5279673036;77845347.27768777;198907435.34326646;"2023-06-12T00:00:00.000Z"
"2790";25.5241273015;38.8808702894;25.2926336094;34.6704959912;226572553.77071863;264663122.25329056;"2023-06-19T00:00:00.000Z"
"2790";34.6759877907;63.2158381248;32.6532759697;63.0142585573;885959226.535862;488328243.02039486;"2023-06-26T00:00:00.000Z"
"2790";63.0337914858;64.0960284196;47.3962383472;55.0712042376;745380092.5767156;429181352.5912227;"2023-07-03T00:00:00.000Z"
"2790";55.0691004073;75.5192934939;52.1915482062;68.908536935;1075002783.4783432;547536552.7613337;"2023-07-10T00:00:00.000Z"
"2790";68.910050202;69.8894650288;61.7700585167;63.1730233518;652411671.3681976;487473475.0717997;"2023-07-17T00:00:00.000Z"
"2790";63.1616535503;67.7584309558;53.0486403215;64.4284488718;732784704.0716113;497425822.07723606;"2023-07-24T00:00:00.000Z"
"2790";64.4277086104;71.8526955392;49.6959080692;51.5907179605;899613159.9135864;401205919.4619902;"2023-07-31T00:00:00.000Z"
"2790";51.5861228236;52.790682212;48.4726292706;49.6459867523;395176478.7666116;385046299.82134044;"2023-08-07T00:00:00.000Z"
"2790";49.6486655743;51.8212029716;35.0287131265;38.9688085373;338108487.7852316;302317778.9105987;"2023-08-14T00:00:00.000Z"
"2790";38.9659051496;41.2893344027;37.1957536268;39.0613232934;219370683.523625;302973513.5900648;"2023-08-21T00:00:00.000Z"
"2790";39.0603703526;40.7795646657;36.5269072324;37.2990701205;173586987.8015721;291277274.3611792;"2023-08-28T00:00:00.000Z"
"2790";37.3017407774;38.1430540488;34.010444141;34.5699712844;142797842.9770754;268755995.3986473;"2023-09-04T00:00:00.000Z"
"2790";34.5720873892;39.9795629684;32.6036275908;36.0963045663;288859699.49387145;281141898.7290234;"2023-09-11T00:00:00.000Z"
"2790";36.0974079199;39.1054011085;35.8080574973;37.7889394302;211316732.71786395;295266543.90117776;"2023-09-18T00:00:00.000Z"
"2790";37.7842779548;47.3781175586;36.5607901715;45.458211742;411040456.3608929;356427738.547262;"2023-09-25T00:00:00.000Z"
"2790";45.4599876566;46.5961311313;40.187532119;40.8321916608;222067660.5398448;322861383.36603975;"2023-10-02T00:00:00.000Z"
"2790";40.8212866253;41.9919168018;37.732234117;38.8630384125;179368398.64036602;305942186.7923574;"2023-10-09T00:00:00.000Z"
"2790";38.8692372888;41.8523451066;37.127362027;41.6134219884;209143317.6068087;331294515.4259618;"2023-10-16T00:00:00.000Z"
"2790";41.6937072904;45.0875666973;41.2018297644;44.6058521911;328380432.0615749;352036740.9265126;"2023-10-23T00:00:00.000Z"
"2790";44.6064563179;49.0044183845;41.7997246444;46.4807984489;340133991.6222504;373816075.8027658;"2023-10-30T00:00:00.000Z"
"2790";46.4691935259;54.0349173601;45.5652130424;50.9927722965;501825247.35728854;402198235.66320586;"2023-11-06T00:00:00.000Z"
"2790";50.9817323836;54.4126675383;44.7011470187;48.1314045535;453731813.3503421;389061850.27396435;"2023-11-13T00:00:00.000Z"
"2790";48.1398244174;50.1771953549;43.0794773736;48.1434270145;371607173.37911487;387399684.13630795;"2023-11-20T00:00:00.000Z"
"2790";48.139366176;48.3609672461;45.4698018329;46.9917860117;386048948.0071816;375389749.95537406;"2023-11-27T00:00:00.000Z"
"2790";46.9976467679;53.0220898997;45.8292684752;51.7029199876;530685884.0822843;411199957.9898277;"2023-12-04T00:00:00.000Z"
"2790";51.7002264848;52.051174511;45.2941408545;46.5657629656;354770841.1488714;379251982.6353845;"2023-12-11T00:00:00.000Z"
"2790";46.5534035996;53.6086744448;44.0547722794;51.8072011012;306588240.97477835;422205606.48295563;"2023-12-18T00:00:00.000Z"
"2790";51.793878795;61.388847213;51.0935313961;51.9579563329;431769004.0676508;419599234.9638382;"2023-12-25T00:00:00.000Z"
"2790";51.9904084149;56.324173605;43.6731804897;43.9113153987;350328711.3948396;350894743.650534;"2024-01-01T00:00:00.000Z"
"2790";43.9086167845;56.0992388452;41.4562018142;52.7796104646;399947019.26246023;426013604.2870217;"2024-01-08T00:00:00.000Z"
"2790";52.776655833;54.7775383952;49.1358328777;49.8834845721;317075711.42855096;400532212.2245318;"2024-01-15T00:00:00.000Z"
"2790";49.894099988;51.615826109;45.7470816532;50.1974144113;239591041.81004623;403265974.78283924;"2024-01-22T00:00:00.000Z"
"2790";50.1938212564;52.1807390914;48.8204294096;49.6272989789;225510373.37017864;398183797.67573285;"2024-01-29T00:00:00.000Z"
"2790";49.6145783712;52.154660991;48.2822193255;50.8881229143;200978746.82121518;411426142.2620028;"2024-02-05T00:00:00.000Z"
"2790";50.8823861538;56.3528202147;50.1095736137;56.0369699467;215796651.6131112;452055199.17886615;"2024-02-12T00:00:00.000Z"
"2790";56.0338332781;68.2828873495;51.1389650223;63.9822975137;438919803.4702985;518882573.8838345;"2024-02-19T00:00:00.000Z"
"2790";63.9767189906;94.7189796291;63.9767189906;82.4606244604;823628958.6935607;668104492.5177873;"2024-02-26T00:00:00.000Z"
"2790";82.4571263818;88.2075017823;67.0357740862;80.3250146316;626087225.1942693;655558651.3762527;"2024-03-04T00:00:00.000Z"
"2790";80.3102283976;88.2542539526;67.1433856639;72.9479909768;670963125.4714807;587267986.9778454;"2024-03-11T00:00:00.000Z"
"2790";72.956724059;73.9550839493;58.6860731782;67.5313019007;486699092.0982642;542969977.0188411;"2024-03-18T00:00:00.000Z"
"2790";67.5375057358;75.265941898;67.3323424851;73.547344816;317976773.9507894;594658268.2241772;"2024-03-25T00:00:00.000Z"
"2790";73.543455417;74.5677898486;62.9736272461;67.7393966536;251573605.3944357;550369673.6794474;"2024-04-01T00:00:00.000Z"